2011-09-27T00:01:00+09:00,21.1,49,21.4,false,21.5,false,21.4,false,0.0,0
2011-09-27T00:02:00+09:00,21.1,49,21.4,false,21.5,false,21.4,false,0.0,0
2011-09-27T00:03:00+09:00,21.1,49,21.4,false,21.4,false,21.4,false,0.0,0
2011-09-27T00:04:00+09:00,21.1,49,21.4,false,21.4,false,21.4,false,0.0,0
2011-09-27T00:05:00+09:00,21.1,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:06:00+09:00,21.1,49,21.4,false,21.4,false,21.4,false,0.0,0
2011-09-27T00:07:00+09:00,21.1,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:08:00+09:00,21.0,50,21.4,false,21.4,false,21.4,false,0.0,0
2011-09-27T00:09:00+09:00,21.0,50,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:10:00+09:00,21.0,50,21.4,false,21.4,false,21.4,false,0.0,0
2011-09-27T00:11:00+09:00,21.0,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:12:00+09:00,21.0,50,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:13:00+09:00,21.0,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:14:00+09:00,21.0,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:15:00+09:00,21.0,50,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:16:00+09:00,21.0,49,21.4,false,21.4,false,21.3,false,0.0,0
2011-09-27T00:17:00+09:00,21.0,50,21.4,false,21.3,false,21.3,false,0.0,0
2011-09-27T00:18:00+09:00,21.0,50,21.4,false,21.4,false,21.2,false,0.0,0
2011-09-27T00:19:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:20:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:21:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:22:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:23:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:24:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:25:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:26:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:27:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:28:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:29:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:30:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:31:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:32:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:33:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:34:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:35:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:36:00+09:00,21.0,50,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:37:00+09:00,21.0,49,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:38:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:39:00+09:00,21.0,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:40:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:41:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:42:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:43:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:44:00+09:00,20.9,49,21.4,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:45:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:46:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:47:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:48:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:49:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:50:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:51:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:52:00+09:00,20.9,49,21.3,false,21.3,false,21.1,false,0.0,0
2011-09-27T00:53:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:54:00+09:00,20.9,50,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:55:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:56:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:57:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:58:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T00:59:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T01:00:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T01:01:00+09:00,20.9,49,21.3,false,21.3,false,21.2,false,0.0,0
2011-09-27T01:02:00+09:00,20.9,49,21.2,false,21.3,false,21.2,false,0.0,0
2011-09-27T01:03:00+09:00,20.9,49,21.2,false,21.3,false,21.2,false,0.0,0
